交易日期,客户ID,售货员,分公司,产品,单价,数量,订单金额
2019-07-15,C00137,李智童,山东,椰子,20,5258,105160
2019-01-29,C00117,许亮,吉林,苹果,10,3423,34230
2019-04-02,C00163,蔡建平,山东,苹果,10,7998,79980
2019-11-24,C00890,刘帆,天津,梨,8,9911,79288
2019-06-29,C00018,陈天浩,上海,西瓜,30,8585,257550
2019-03-20,C00269,钱国,山东,榴莲,50,9094,454700
2019-09-11,C00353,王玉,吉林,葡萄,15,2867,43005
2019-09-06,C00063,江敏,上海,桔子,6,7860,47160
2019-09-12,C00527,刘帆,天津,葡萄,15,417,6255
2019-12-09,C00085,钱国,山东,香蕉,7.5,8887,66652.5
2019-11-01,C00334,殷琳,广东,苹果,10,1410,14100
2019-06-07,C00495,董丹丹,广东,苹果,10,505,5050
2019-06-03,C00764,刘帆,天津,香蕉,7.5,9940,74550.0
2019-06-11,C00007,张林,广东,百香果,12,6435,77220
2019-06-29,C00983,刘颖,上海,百香果,12,4523,54276
2019-04-13,C00404,刘丹,上海,苹果,10,9894,98940
2019-11-23,C00770,阎云,山东,桔子,6,8589,51534
2019-05-17,C00239,刘雪,天津,葡萄,15,3578,53670
2019-10-04,C00478,张林,广东,梨,8,5442,43536
2019-06-13,C00189,蔡勇,广东,葡萄,15,6321,94815
2019-10-11,C00396,陈天浩,上海,椰子,20,5812,116240
2019-08-12,C00573,刘雪,天津,葡萄,15,112,1680
2019-12-29,C00770,戴雪,上海,西瓜,30,5348,160440
2019-08-14,C00980,侯宁,上海,桃,6.5,9170,59605.0
2019-10-27,C00116,李智童,山东,桔子,6,186,1116
2019-10-01,C00270,戴雪,上海,榴莲,50,7560,378000
2019-11-07,C00064,王宇,吉林,香蕉,7.5,3818,28635.0
2019-10-15,C00900,孙健,上海,苹果,10,9896,98960
2019-12-01,C00819,钱国,山东,椰子,20,633,12660
2019-07-09,C00190,张林,广东,香蕉,7.5,7039,52792.5
2019-12-07,C00852,郭华锋,吉林,桃,6.5,9399,61093.5
2019-04-15,C00941,孙健,上海,椰子,20,7996,159920
2019-10-14,C00173,魏苍生,天津,榴莲,50,95,4750
2019-02-09,C00403,刘帆,天津,桔子,6,8448,50688
2019-05-02,C00702,利坤,上海,葡萄,15,3188,47820
2019-10-15,C00074,李智童,山东,桔子,6,7390,44340
2019-09-13,C00474,王玉,吉林,梨,8,8320,66560
2019-02-08,C00540,殷琳,广东,香蕉,7.5,9924,74430.0
2019-07-17,C00119,刘丹,上海,百香果,12,5936,71232
2019-11-22,C00463,阎云,山东,西瓜,30,8971,269130
2019-05-22,C00997,王宇,吉林,椰子,20,515,10300
2019-09-30,C00367,董丹丹,广东,桔子,6,1533,9198
2019-09-06,C00317,侯宁,上海,葡萄,15,4306,64590
2019-10-30,C00796,许亮,吉林,桃,6.5,5209,33858.5
2019-09-30,C00927,李智童,山东,葡萄,15,861,12915
2019-05-18,C00470,王玉,吉林,榴莲,50,351,17550
2019-09-22,C00950,刘颖,上海,椰子,20,8097,161940
2019-05-08,C00302,董丹丹,广东,椰子,20,4835,96700
2019-03-10,C00852,王梓戎,广东,榴莲,50,8762,438100
2019-11-19,C00431,蔡勇,广东,百香果,12,696,8352
2019-06-26,C00108,利坤,上海,百香果,12,5129,61548
2019-01-17,C00667,王宇,吉林,百香果,12,7210,86520
2019-09-02,C00798,刘丹,上海,香蕉,7.5,6031,45232.5
2019-03-10,C00527,张林,广东,榴莲,50,7325,366250
2019-08-23,C00004,李琳,上海,椰子,20,9710,194200
2019-12-12,C00013,陈杨,吉林,椰子,20,1019,20380
2019-04-09,C00460,戴雪,上海,葡萄,15,8479,127185
2019-06-11,C00964,江敏,上海,椰子,20,8054,161080
2019-03-15,C00295,李琳,上海,百香果,12,1206,14472
2019-12-13,C00695,魏苍生,天津,梨,8,7277,58216
2019-12-22,C00481,李琳,上海,榴莲,50,6758,337900
2019-05-12,C00339,吴中岳,广东,苹果,10,2641,26410
2019-03-08,C00092,刘雪,天津,桔子,6,3517,21102
2019-09-27,C00759,李智童,山东,香蕉,7.5,1981,14857.5
2019-04-23,C00735,孙健,上海,苹果,10,7128,71280
2019-07-11,C00867,刘颖,上海,葡萄,15,7478,112170
2019-01-27,C00746,戴雪,上海,椰子,20,4533,90660
2019-06-01,C00765,王玉,吉林,桃,6.5,56,364.0
2019-06-19,C00388,魏苍生,天津,香蕉,7.5,9611,72082.5
2019-01-14,C00840,李智童,山东,椰子,20,5190,103800
2019-07-18,C00309,蔡勇,广东,榴莲,50,8916,445800
2019-10-11,C00977,张林,广东,苹果,10,3893,38930
2019-05-21,C00240,利坤,上海,西瓜,30,4283,128490
2019-02-19,C00254,蔡建平,山东,榴莲,50,5336,266800
2019-09-17,C00028,钱国,山东,西瓜,30,1727,51810
2019-03-19,C00420,蔡建平,山东,榴莲,50,1111,55550
2019-09-22,C00102,利坤,上海,榴莲,50,4709,235450
2019-03-14,C00420,阎云,山东,香蕉,7.5,6828,51210.0
2019-01-31,C00405,李智童,山东,椰子,20,2633,52660
2019-09-19,C00763,刘丹,上海,香蕉,7.5,1368,10260.0
2019-12-03,C00019,魏苍生,天津,桃,6.5,5615,36497.5
2019-10-09,C00032,孙健,上海,百香果,12,8054,96648
2019-12-23,C00057,刘雪,天津,西瓜,30,504,15120
2019-04-19,C00264,蔡勇,广东,百香果,12,7907,94884
2019-04-28,C00930,许亮,吉林,香蕉,7.5,9872,74040.0
2019-06-30,C00099,王梓戎,广东,葡萄,15,8244,123660
2019-02-17,C00908,阎云,山东,葡萄,15,9504,142560
2019-12-04,C00116,魏苍生,天津,香蕉,7.5,5734,43005.0
2019-09-16,C00991,江敏,上海,百香果,12,9353,112236
2019-01-25,C00792,魏苍生,天津,桔子,6,5905,35430
2019-02-22,C00317,侯宁,上海,桃,6.5,4241,27566.5
2019-07-18,C00988,孙健,上海,葡萄,15,3476,52140
2019-08-09,C00741,陈天浩,上海,椰子,20,4198,83960
2019-03-20,C00140,阎云,山东,苹果,10,2839,28390
2019-12-06,C00235,王玉,吉林,桔子,6,3103,18618
2019-08-13,C00553,吴中岳,广东,苹果,10,8620,86200
2019-05-16,C00471,戴雪,上海,葡萄,15,9867,148005
2019-03-14,C00397,江敏,上海,葡萄,15,291,4365
2019-10-23,C00019,陈杨,吉林,葡萄,15,5742,86130
2019-04-01,C00028,魏苍生,天津,葡萄,15,9017,135255
2019-02-08,C00471,吴中岳,广东,葡萄,15,4146,62190
2019-05-08,C00018,李琳,上海,苹果,10,8037,80370
2019-05-22,C00687,郭华锋,吉林,椰子,20,8652,173040
2019-12-14,C00317,刘雪,天津,百香果,12,2505,30060
2019-10-11,C00611,王玉,吉林,百香果,12,5413,64956
2019-12-02,C00156,戴雪,上海,葡萄,15,71,1065
2019-04-05,C00399,张林,广东,百香果,12,6968,83616
2019-03-09,C00864,魏苍生,天津,榴莲,50,2068,103400
2019-04-01,C00717,张林,广东,桃,6.5,4133,26864.5
2019-03-13,C00654,钱国,山东,苹果,10,1864,18640
2019-05-25,C00546,张林,广东,葡萄,15,8636,129540
2019-12-23,C00015,侯宁,上海,西瓜,30,4451,133530
2019-09-22,C00106,章洋,上海,苹果,10,45,450
2019-06-24,C00821,陈杨,吉林,百香果,12,6277,75324
2019-03-23,C00846,阎云,山东,百香果,12,1910,22920
2019-07-10,C00055,李辉,北京,桔子,6,6142,36852
2019-06-29,C00889,阎云,山东,椰子,20,4657,93140
2019-01-09,C00659,李辉,北京,梨,8,2905,23240
2019-08-15,C00041,董丹丹,广东,桔子,6,4090,24540
2019-01-13,C00388,江敏,上海,桃,6.5,3598,23387.0
2019-05-12,C00432,江敏,上海,桔子,6,8426,50556
2019-01-02,C00024,张林,广东,梨,8,9431,75448
2019-05-19,C00071,李琳,上海,葡萄,15,1657,24855
2019-08-19,C00001,戴雪,上海,西瓜,30,485,14550
2019-04-06,C00627,庄雷,上海,葡萄,15,553,8295
2019-11-03,C00493,许亮,吉林,梨,8,5167,41336
2019-08-31,C00878,王玉,吉林,桃,6.5,2975,19337.5
2019-04-02,C00192,张林,广东,椰子,20,9646,192920
2019-09-28,C00940,李辉,北京,香蕉,7.5,928,6960.0
2019-02-06,C00137,刘丹,上海,桔子,6,4443,26658
2019-06-05,C00936,蔡勇,广东,香蕉,7.5,601,4507.5
2019-06-19,C00083,钱国,山东,桃,6.5,5361,34846.5
2019-11-03,C00726,王玉,吉林,榴莲,50,6163,308150
2019-11-11,C00209,王梓戎,广东,榴莲,50,1178,58900
2019-03-07,C00689,钱国,山东,苹果,10,8676,86760
2019-04-20,C00600,李辉,北京,梨,8,7265,58120
2019-02-02,C00265,陈杨,吉林,桃,6.5,2321,15086.5
2019-07-27,C00624,章洋,上海,西瓜,30,7109,213270
2019-06-10,C00967,吴中岳,广东,榴莲,50,8528,426400
2019-09-07,C00249,许亮,吉林,桃,6.5,3133,20364.5
2019-06-11,C00846,江敏,上海,西瓜,30,3515,105450
2019-01-22,C00463,侯宁,上海,葡萄,15,1922,28830
2019-05-15,C00094,侯宁,上海,椰子,20,3435,68700
2019-02-26,C00558,孙健,上海,梨,8,2421,19368
2019-09-29,C00939,刘帆,天津,香蕉,7.5,527,3952.5
2019-10-07,C00491,阎云,山东,香蕉,7.5,1196,8970.0
2019-07-05,C00156,利坤,上海,香蕉,7.5,2655,19912.5
2019-11-09,C00226,董丹丹,广东,西瓜,30,4203,126090
2019-04-05,C00762,利坤,上海,桔子,6,9853,59118
2019-11-28,C00740,李琳,上海,百香果,12,5201,62412
2019-11-03,C00461,钱国,山东,梨,8,2756,22048
2019-02-14,C00374,殷琳,广东,香蕉,7.5,4439,33292.5
2019-07-12,C00452,钱国,山东,西瓜,30,7197,215910
2019-12-19,C00741,王宇,吉林,百香果,12,3800,45600
2019-06-26,C00913,王宇,吉林,椰子,20,2255,45100
2019-08-19,C00505,刘雪,天津,榴莲,50,7670,383500
2019-04-09,C00715,刘颖,上海,葡萄,15,2029,30435
2019-10-04,C00003,李琳,上海,桃,6.5,7822,50843.0
2019-04-02,C00216,陈天浩,上海,榴莲,50,8118,405900
2019-10-05,C00568,刘丹,上海,百香果,12,8661,103932
2019-01-07,C00165,孙健,上海,梨,8,6806,54448
2019-10-11,C00786,阎云,山东,葡萄,15,4271,64065
2019-07-16,C00659,钱国,山东,椰子,20,20,400
2019-10-05,C00839,李辉,北京,梨,8,6226,49808
2019-01-11,C00541,郭华锋,吉林,苹果,10,3211,32110
2019-02-27,C00376,刘雪,天津,桔子,6,888,5328
2019-02-07,C00062,章洋,上海,西瓜,30,2120,63600
2019-05-14,C00825,李智童,山东,桃,6.5,110,715.0
2019-07-25,C00431,刘帆,天津,桔子,6,8670,52020
2019-07-10,C00599,王宇,吉林,榴莲,50,2396,119800
2019-05-20,C00863,殷琳,广东,百香果,12,4958,59496
2019-05-13,C00833,钱国,山东,桃,6.5,9935,64577.5
2019-11-09,C00248,孙健,上海,苹果,10,4276,42760
2019-12-09,C00580,戴雪,上海,葡萄,15,8213,123195
2019-03-22,C00741,吴中岳,广东,葡萄,15,3238,48570
2019-10-21,C00378,李智童,山东,香蕉,7.5,3805,28537.5
2019-05-18,C00460,张林,广东,西瓜,30,2898,86940
2019-05-30,C00112,吴中岳,广东,桔子,6,8702,52212
2019-08-23,C00137,利坤,上海,椰子,20,1534,30680
2019-02-06,C00899,章洋,上海,香蕉,7.5,6964,52230.0
2019-07-17,C00714,殷琳,广东,西瓜,30,2894,86820
2019-10-18,C00422,王梓戎,广东,百香果,12,5480,65760
2019-01-28,C00442,郭华锋,吉林,梨,8,102,816
2019-01-11,C00673,刘雪,天津,百香果,12,4072,48864
2019-08-10,C00109,王宇,吉林,桔子,6,5107,30642
2019-03-24,C00264,刘帆,天津,西瓜,30,82,2460
2019-02-10,C00070,殷琳,广东,香蕉,7.5,4984,37380.0
2019-12-19,C00969,江敏,上海,榴莲,50,2435,121750
2019-07-23,C00942,殷琳,广东,香蕉,7.5,8824,66180.0
2019-10-29,C00177,阎云,山东,百香果,12,9949,119388
2019-10-30,C00382,陈天浩,上海,桔子,6,9796,58776
2019-08-16,C00208,张林,广东,西瓜,30,3515,105450
2019-05-05,C00123,章洋,上海,西瓜,30,3673,110190
2019-12-30,C00261,阎云,山东,百香果,12,8670,104040
2019-10-08,C00747,陈天浩,上海,桃,6.5,5367,34885.5
2019-07-05,C00026,钱国,山东,梨,8,7580,60640
2019-01-01,C00796,章洋,上海,葡萄,15,8398,125970
2019-03-14,C00492,利坤,上海,椰子,20,9052,181040
2019-04-23,C00213,董丹丹,广东,桔子,6,5806,34836
2019-07-26,C00762,阎云,山东,西瓜,30,5039,151170
2019-02-28,C00949,张林,广东,桃,6.5,3097,20130.5
2019-09-17,C00925,殷琳,广东,桔子,6,754,4524
2019-07-19,C00367,魏苍生,天津,西瓜,30,6098,182940
2019-01-12,C00478,殷琳,广东,苹果,10,6822,68220
2019-10-31,C00180,戴雪,上海,桔子,6,4478,26868
2019-03-25,C00666,吴中岳,广东,香蕉,7.5,7345,55087.5
2019-07-31,C00136,侯宁,上海,苹果,10,5611,56110
2019-02-20,C00543,庄雷,上海,梨,8,735,5880
2019-10-28,C00956,利坤,上海,百香果,12,941,11292
2019-07-24,C00298,刘颖,上海,椰子,20,5621,112420
2019-07-22,C00460,陈天浩,上海,梨,8,3184,25472
2019-10-31,C00384,殷琳,广东,梨,8,7570,60560
2019-10-23,C00952,江敏,上海,榴莲,50,9947,497350
2019-09-11,C00553,钱国,山东,西瓜,30,5100,153000
2019-02-20,C00643,庄雷,上海,苹果,10,1870,18700
2019-01-18,C00385,张林,广东,葡萄,15,2110,31650
2019-08-06,C00344,许亮,吉林,桃,6.5,3924,25506.0
2019-03-16,C00847,蔡勇,广东,西瓜,30,9529,285870
2019-05-06,C00777,戴雪,上海,西瓜,30,3774,113220
2019-02-08,C00561,江敏,上海,梨,8,6042,48336
2019-10-06,C00902,陈杨,吉林,桃,6.5,5427,35275.5
2019-03-29,C00781,郭华锋,吉林,葡萄,15,4780,71700
2019-05-02,C00910,刘雪,天津,桔子,6,7781,46686
2019-03-09,C00724,孙健,上海,百香果,12,3272,39264
2019-03-22,C00750,侯宁,上海,榴莲,50,8864,443200
2019-04-04,C00099,王宇,吉林,桃,6.5,8777,57050.5
2019-03-24,C00959,李智童,山东,桃,6.5,7938,51597.0
2019-04-14,C00661,张林,广东,梨,8,5735,45880
2019-06-26,C00903,王玉,吉林,百香果,12,2973,35676
2019-03-11,C00231,董丹丹,广东,香蕉,7.5,2135,16012.5
2019-01-19,C00987,殷琳,广东,百香果,12,2234,26808
2019-05-23,C00439,王梓戎,广东,桔子,6,3934,23604
2019-10-07,C00140,李辉,北京,西瓜,30,754,22620
2019-04-15,C00468,李智童,山东,葡萄,15,5788,86820
2019-02-08,C00095,王宇,吉林,桃,6.5,2901,18856.5
2019-12-19,C00471,王宇,吉林,葡萄,15,2487,37305
2019-11-26,C00870,陈杨,吉林,香蕉,7.5,5789,43417.5
2019-11-03,C00023,王梓戎,广东,梨,8,9537,76296
2019-10-15,C00429,侯宁,上海,桃,6.5,7504,48776.0
2019-05-05,C00611,侯宁,上海,葡萄,15,5763,86445
2019-01-15,C00689,王宇,吉林,榴莲,50,7861,393050
2019-10-17,C00923,刘雪,天津,桃,6.5,8730,56745.0
2019-10-08,C00055,刘帆,天津,百香果,12,183,2196
2019-01-23,C00055,章洋,上海,百香果,12,7258,87096
2019-03-11,C00604,孙健,上海,香蕉,7.5,2802,21015.0
2019-04-10,C00546,陈天浩,上海,梨,8,2239,17912
2019-03-13,C00951,蔡勇,广东,桃,6.5,5669,36848.5
2019-01-08,C00201,庄雷,上海,梨,8,8765,70120
2019-12-14,C00294,侯宁,上海,桔子,6,4653,27918
2019-10-17,C00334,李辉,北京,榴莲,50,3206,160300
2019-04-11,C00205,郭华锋,吉林,百香果,12,3289,39468
2019-09-08,C00167,董丹丹,广东,榴莲,50,8243,412150
2019-01-27,C00589,李辉,北京,百香果,12,7176,86112
2019-10-16,C00044,董丹丹,广东,香蕉,7.5,2244,16830.0
2019-10-30,C00142,蔡建平,山东,桃,6.5,367,2385.5
2019-10-31,C00076,章洋,上海,西瓜,30,454,13620
2019-04-22,C00452,李琳,上海,苹果,10,2621,26210
2019-01-01,C00105,刘帆,天津,桔子,6,7242,43452
2019-05-24,C00672,刘帆,天津,榴莲,50,9361,468050
2019-01-29,C00324,李琳,上海,梨,8,9040,72320
2019-06-11,C00716,利坤,上海,桃,6.5,8817,57310.5
2019-02-18,C00416,陈天浩,上海,百香果,12,6162,73944
2019-02-13,C00617,王宇,吉林,苹果,10,4292,42920
2019-05-07,C00833,刘雪,天津,桃,6.5,8038,52247.0
2019-03-18,C00715,孙健,上海,桃,6.5,9980,64870.0
2019-01-16,C00261,阎云,山东,桔子,6,9761,58566
2019-10-05,C00391,陈杨,吉林,榴莲,50,1088,54400
2019-05-20,C00580,刘颖,上海,西瓜,30,9940,298200
2019-02-14,C00461,刘雪,天津,榴莲,50,5436,271800
2019-07-05,C00172,吴中岳,广东,葡萄,15,3419,51285
2019-05-14,C00200,刘丹,上海,椰子,20,8821,176420
2019-06-22,C00925,蔡建平,山东,梨,8,4439,35512
2019-01-13,C00631,陈天浩,上海,椰子,20,4864,97280
2019-05-09,C00781,刘丹,上海,香蕉,7.5,9509,71317.5
2019-08-18,C00436,陈天浩,上海,桃,6.5,2663,17309.5
2019-02-09,C00430,王宇,吉林,百香果,12,3448,41376
2019-07-10,C00999,李辉,北京,榴莲,50,1153,57650
2019-12-07,C00531,李琳,上海,百香果,12,6659,79908
2019-10-11,C00247,刘帆,天津,苹果,10,5466,54660
2019-10-01,C00835,章洋,上海,百香果,12,6389,76668
2019-10-31,C00908,戴雪,上海,香蕉,7.5,1554,11655.0
2019-08-08,C00367,阎云,山东,葡萄,15,2677,40155
2019-02-12,C00053,章洋,上海,香蕉,7.5,2175,16312.5
2019-04-07,C00134,董丹丹,广东,桔子,6,4618,27708
2019-05-25,C00053,吴中岳,广东,苹果,10,1697,16970
2019-03-13,C00596,郭华锋,吉林,榴莲,50,6961,348050
2019-05-02,C00014,张林,广东,榴莲,50,2439,121950
2019-12-15,C00453,陈杨,吉林,苹果,10,9999,99990
2019-09-01,C00668,刘帆,天津,香蕉,7.5,2411,18082.5
2019-12-07,C00507,戴雪,上海,百香果,12,8405,100860
2019-06-19,C00111,李辉,北京,桔子,6,3963,23778
2019-11-28,C00663,孙健,上海,西瓜,30,5972,179160
2019-03-11,C00979,阎云,山东,西瓜,30,6745,202350
2019-01-06,C00127,刘颖,上海,百香果,12,8151,97812
2019-10-28,C00976,许亮,吉林,香蕉,7.5,6674,50055.0
2019-07-20,C00995,刘丹,上海,西瓜,30,7343,220290
2019-10-04,C00389,蔡建平,山东,西瓜,30,3204,96120
2019-10-13,C00274,刘丹,上海,葡萄,15,1614,24210
2019-02-12,C00828,利坤,上海,桔子,6,6801,40806
2019-04-24,C00699,刘帆,天津,苹果,10,5431,54310
2019-07-26,C00432,李智童,山东,梨,8,8259,66072
2019-07-26,C00050,章洋,上海,香蕉,7.5,7592,56940.0
2019-07-02,C00644,庄雷,上海,香蕉,7.5,9085,68137.5
2019-01-02,C00167,侯宁,上海,桃,6.5,9925,64512.5
2019-02-18,C00897,江敏,上海,香蕉,7.5,5311,39832.5
2019-06-09,C00365,刘雪,天津,椰子,20,1157,23140
2019-10-23,C00862,刘帆,天津,香蕉,7.5,9198,68985.0
2019-05-19,C00289,蔡勇,广东,香蕉,7.5,6642,49815.0
2019-02-21,C00111,王玉,吉林,椰子,20,6891,137820
2019-03-19,C00732,张林,广东,椰子,20,1051,21020
2019-12-02,C00410,张林,广东,椰子,20,8010,160200
2019-07-13,C00815,刘颖,上海,榴莲,50,6483,324150
2019-08-16,C00215,吴中岳,广东,桃,6.5,1927,12525.5
2019-12-12,C00744,阎云,山东,百香果,12,7660,91920
2019-02-12,C00769,刘丹,上海,椰子,20,8694,173880
2019-02-13,C00875,刘帆,天津,桃,6.5,7193,46754.5
2019-07-13,C00631,蔡勇,广东,榴莲,50,7523,376150
2019-07-30,C00367,刘丹,上海,梨,8,6963,55704
2019-06-09,C00793,董丹丹,广东,西瓜,30,6268,188040
2019-12-18,C00298,孙健,上海,桃,6.5,3191,20741.5
2019-08-20,C00991,阎云,山东,桔子,6,2120,12720
2019-04-28,C00730,王玉,吉林,葡萄,15,5772,86580
2019-07-27,C00059,许亮,吉林,葡萄,15,5504,82560
2019-12-30,C00346,郭华锋,吉林,桃,6.5,6944,45136.0
2019-03-29,C00600,董丹丹,广东,百香果,12,8365,100380
2019-03-05,C00171,章洋,上海,桃,6.5,2126,13819.0
2019-10-26,C00776,钱国,山东,葡萄,15,2189,32835
2019-11-12,C00281,刘雪,天津,榴莲,50,4912,245600
2019-10-13,C00471,王宇,吉林,百香果,12,207,2484
2019-03-20,C00219,李智童,山东,香蕉,7.5,8836,66270.0
2019-06-12,C00469,侯宁,上海,桃,6.5,4519,29373.5
2019-01-03,C00476,王梓戎,广东,西瓜,30,9407,282210
2019-08-04,C00723,李琳,上海,百香果,12,8555,102660
2019-04-01,C00811,江敏,上海,百香果,12,3035,36420
2019-07-10,C00018,李琳,上海,西瓜,30,2603,78090
2019-07-08,C00575,李琳,上海,榴莲,50,7390,369500
2019-07-01,C00750,许亮,吉林,桔子,6,8515,51090
2019-03-07,C00971,陈杨,吉林,椰子,20,9543,190860
2019-02-08,C00017,刘颖,上海,榴莲,50,8872,443600
2019-05-16,C00803,王宇,吉林,桔子,6,3355,20130
2019-05-29,C00716,吴中岳,广东,椰子,20,1015,20300
2019-06-07,C00457,魏苍生,天津,苹果,10,87,870
2019-10-14,C00815,陈天浩,上海,百香果,12,2109,25308
2019-05-26,C00550,蔡建平,山东,葡萄,15,9889,148335
2019-11-09,C00429,王宇,吉林,西瓜,30,1964,58920
2019-02-05,C00767,戴雪,上海,苹果,10,5303,53030
2019-02-27,C00960,许亮,吉林,苹果,10,6354,63540
2019-08-06,C00492,戴雪,上海,西瓜,30,5142,154260
2019-01-22,C00880,王梓戎,广东,百香果,12,334,4008
2019-04-27,C00230,魏苍生,天津,西瓜,30,10,300
2019-07-24,C00873,章洋,上海,苹果,10,8552,85520
2019-09-01,C00297,王玉,吉林,百香果,12,5982,71784
2019-10-22,C00269,陈杨,吉林,桃,6.5,1761,11446.5
2019-09-15,C00446,戴雪,上海,榴莲,50,6677,333850
2019-05-10,C00788,孙健,上海,葡萄,15,7086,106290
2019-05-03,C00069,王宇,吉林,葡萄,15,3058,45870
2019-02-04,C00038,刘颖,上海,苹果,10,1938,19380
2019-08-27,C00317,王宇,吉林,百香果,12,7374,88488
2019-07-18,C00230,郭华锋,吉林,桃,6.5,3199,20793.5
2019-11-30,C00781,孙健,上海,香蕉,7.5,2114,15855.0
2019-04-01,C00035,王玉,吉林,椰子,20,613,12260
2019-04-16,C00839,殷琳,广东,西瓜,30,3575,107250
2019-08-30,C00367,李琳,上海,榴莲,50,5540,277000
2019-02-12,C00695,侯宁,上海,桔子,6,5744,34464
2019-10-22,C00992,侯宁,上海,梨,8,8996,71968
2019-12-11,C00708,王梓戎,广东,西瓜,30,4364,130920
2019-12-21,C00334,孙健,上海,西瓜,30,2333,69990
2019-09-17,C00933,刘帆,天津,西瓜,30,2344,70320
2019-03-12,C00513,戴雪,上海,椰子,20,2226,44520
2019-08-26,C00831,张林,广东,苹果,10,7805,78050
2019-08-22,C00506,王梓戎,广东,西瓜,30,9460,283800
2019-12-06,C00531,孙健,上海,椰子,20,1873,37460
2019-11-05,C00220,李辉,北京,椰子,20,5343,106860
2019-06-04,C00625,魏苍生,天津,苹果,10,9852,98520
2019-01-06,C00735,殷琳,广东,榴莲,50,2246,112300
2019-09-23,C00652,蔡建平,山东,桃,6.5,6604,42926.0
2019-07-03,C00528,王梓戎,广东,梨,8,8632,69056
2019-10-08,C00821,许亮,吉林,苹果,10,61,610
2019-07-04,C00457,董丹丹,广东,西瓜,30,1714,51420
2019-11-12,C00557,陈杨,吉林,苹果,10,1034,10340
2019-03-27,C00490,阎云,山东,桃,6.5,8505,55282.5
2019-11-10,C00906,侯宁,上海,西瓜,30,5280,158400
2019-05-14,C00181,利坤,上海,梨,8,9132,73056
2019-09-08,C00457,许亮,吉林,西瓜,30,4407,132210
2019-06-08,C00107,蔡建平,山东,西瓜,30,1457,43710
2019-05-12,C00937,蔡建平,山东,苹果,10,3431,34310
2019-07-28,C00916,刘帆,天津,桔子,6,2349,14094
2019-05-18,C00787,蔡勇,广东,苹果,10,347,3470
2019-02-17,C00255,蔡勇,广东,桃,6.5,9542,62023.0
2019-07-30,C00846,郭华锋,吉林,苹果,10,9980,99800
2019-11-03,C00816,郭华锋,吉林,梨,8,2599,20792
2019-03-11,C00566,利坤,上海,百香果,12,8181,98172
2019-02-20,C00799,刘雪,天津,葡萄,15,2463,36945
2019-06-07,C00673,刘丹,上海,桔子,6,9423,56538
2019-06-07,C00651,侯宁,上海,百香果,12,2530,30360
2019-11-26,C00261,刘帆,天津,苹果,10,610,6100
2019-04-24,C00522,陈杨,吉林,百香果,12,9048,108576
2019-12-24,C00132,章洋,上海,葡萄,15,5018,75270
2019-03-12,C00092,蔡勇,广东,椰子,20,2678,53560
2019-01-04,C00929,王梓戎,广东,苹果,10,2364,23640
2019-07-15,C00947,李辉,北京,葡萄,15,4235,63525
2019-06-29,C00544,张林,广东,百香果,12,155,1860
2019-05-05,C00780,刘帆,天津,西瓜,30,2255,67650
2019-04-24,C00676,刘雪,天津,桔子,6,4518,27108
2019-09-10,C00414,孙健,上海,香蕉,7.5,8403,63022.5
2019-10-03,C00746,阎云,山东,苹果,10,8687,86870
2019-10-07,C00224,蔡勇,广东,桔子,6,3996,23976
2019-09-12,C00784,李琳,上海,香蕉,7.5,194,1455.0
2019-04-25,C00872,刘帆,天津,西瓜,30,8856,265680
2019-04-18,C00316,蔡建平,山东,梨,8,2601,20808
2019-06-16,C00934,刘雪,天津,西瓜,30,5188,155640
2019-09-30,C00440,章洋,上海,桃,6.5,7817,50810.5
2019-07-14,C00755,刘丹,上海,桔子,6,7243,43458
2019-08-18,C00024,江敏,上海,榴莲,50,419,20950
2019-03-28,C00023,殷琳,广东,桔子,6,6683,40098
2019-04-15,C00887,郭华锋,吉林,梨,8,4947,39576
2019-01-28,C00218,刘丹,上海,香蕉,7.5,4940,37050.0
2019-04-08,C00998,王玉,吉林,香蕉,7.5,7547,56602.5
2019-11-04,C00724,庄雷,上海,葡萄,15,2773,41595
2019-12-04,C00558,庄雷,上海,西瓜,30,6164,184920
2019-03-15,C00907,阎云,山东,榴莲,50,2638,131900
2019-06-10,C00386,李琳,上海,百香果,12,4782,57384
2019-12-08,C00966,庄雷,上海,西瓜,30,558,16740
2019-02-02,C00522,蔡勇,广东,桔子,6,2691,16146
2019-10-13,C00964,吴中岳,广东,梨,8,2227,17816
2019-05-06,C00088,李琳,上海,百香果,12,478,5736
2019-10-01,C00446,利坤,上海,椰子,20,7266,145320
2019-01-18,C00785,孙健,上海,榴莲,50,2358,117900
2019-11-24,C00487,刘帆,天津,梨,8,5226,41808
2019-10-28,C00832,李琳,上海,梨,8,9014,72112
2019-05-02,C00946,章洋,上海,香蕉,7.5,9673,72547.5
2019-10-16,C00694,利坤,上海,西瓜,30,7316,219480
2019-10-05,C00719,阎云,山东,香蕉,7.5,2377,17827.5
2019-09-17,C00064,许亮,吉林,葡萄,15,5330,79950
2019-11-26,C00030,钱国,山东,苹果,10,2510,25100
2019-02-28,C00577,侯宁,上海,百香果,12,4125,49500
2019-11-03,C00693,吴中岳,广东,椰子,20,1592,31840
2019-10-22,C00006,阎云,山东,苹果,10,431,4310
2019-11-10,C00867,董丹丹,广东,桃,6.5,5896,38324.0
